Data Supplied By: National Livestock Reporting Service,,,,,,,,,
Data source: National Livestock Reporting Service,,,,,,,,,
,,,,,,,,,
Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/,,,,,,,,,
,,,,,,,,,
Quarterly,State,Saleyard,Category,Weight Range,Sale Prefix,Muscle Score,Fat Score,Head,Price c/kg Lwt
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,270,166.46
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,4,13,180
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,40,145.56
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,37,159.29
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,14,161.41
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,205,163.28
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,110,157.04
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,35,158.16
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,143,153.9
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,360,164.29
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,4,91,156.53
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,2,29,140.56
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,28,153.59
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,3,12,157.25
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,B,2,8,174.5
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,B,3,5,186.2
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,223,162.5
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,43,159.4
30/06/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,60,154.49
30/06/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,3,14,178.3
30/06/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,C,2,1,154.2
30/06/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,C,3,6,175
30/06/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,90,191.32
30/06/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,57,176.16
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,3,133,182.66
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,15,174.6
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,7,168.43
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,3,11,191.24
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,4,6,165.2
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,386,187.66
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,3,27,172.12
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,4,1,158
30/06/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,167,164.63
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,3,558,173.55
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,66,164.58
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,3,33,162.13
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,20,162.08
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,111,173.25
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,4,14,188.6
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,405,176.4
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,3,21,170.68
30/06/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,27,169.74
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,774,170.41
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,2,63,161.58
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,3,24,160.66
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,2,1,155
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,337,170.14
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,4,21,173.42
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,70,167.05
30/06/2004 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,112,175.67
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,C,2,31,210.81
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,D,2,6,196.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,E,2,10,179.4
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,C,2,45,202.31
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,2,31,199.01
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,91,185.02
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,11,155.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,352,196.19
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,3,46,191.17
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,113,170.48
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,E,1,7,145.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,E,2,6,182.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,170,200.47
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,41,189.72
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,E,2,29,164.86
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,188,181.14
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,157,183.96
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,209,195.58
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,27,173.01
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,E,1,4,145.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,E,2,3,141.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,62,187.65
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,E,2,5,154.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,55,179
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,4,186.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,17,157.2
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,131,179.39
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,196,192.02
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,2,17,162.79
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,37,186.39
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,64,173.52
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,9,168.8
30/09/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,21,185.2
30/09/2004 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,C,2,26,247.2
30/09/2004 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,E,2,8,137.4
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,2,200.6
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,C,3,8,185.6
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,D,2,13,200.89
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,417,217.77
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,3,22,219.89
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,181,201.19
30/09/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,E,2,12,161.7
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,39,209.87
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,3,20,191.78
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,14,186.49
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,3,39,197.03
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,D,2,2,206.2
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,283,205.27
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,3,3,219.4
30/09/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,124,189.65
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,132,204.38
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,3,223,188.72
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,31,175.65
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,77,194.54
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,D,2,11,199.89
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,D,3,8,209.2
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,149,200.52
30/09/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,33,179.85
30/09/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,19,196.3
30/09/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,212,186.74
30/09/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,2,41,169.36
30/09/2004 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,2,6,168.6
30/09/2004 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,11,199.95
30/09/2004 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,6,181.07
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,42,196.53
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,3,1,188
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,4,185
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,158,206.63
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,3,21,208.09
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,6,183.73
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,E,2,2,150.2
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,201,202.51
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,96,189.42
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,E,2,9,181.87
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,109,194.21
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,3,31,190.13
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,2,35,183.39
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,17,200.29
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,50,204.44
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,11,178.84
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,3,3,130
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,46,201.7
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,21,202.35
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,30,182.08
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,163,193.24
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,14,190.71
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,40,190.13
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,44,195.45
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,2,15,176.39
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,9,192.2
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,2,3,158.2
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,15,190.56
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,29,191.58
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,3,184.2
31/12/2004 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,8,185.2
31/12/2004 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,C,2,14,263.2
31/12/2004 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,E,2,24,218.67
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,32,203.39
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,2,8,183.6
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,C,2,13,201.2
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,378,238.98
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,56,217.88
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,3,6,182
31/12/2004 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,E,2,24,170.32
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,107,209
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,11,182.29
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,7,198.8
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,3,2,205.1
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,D,2,4,145.2
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,273,233.02
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,3,2,220
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,60,192.57
31/12/2004 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,E,2,2,159.2
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,235,211.03
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,3,21,209.7
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,14,180.57
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,21,198.3
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,4,2,200
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,D,2,9,173.64
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,D,3,2,182
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,191,215.94
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,3,6,203
31/12/2004 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,29,200.5
31/12/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,94,202.11
31/12/2004 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,2,22,185.56
31/12/2004 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,14,200.81
31/12/2004 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,17,213.8
31/12/2004 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,4,217
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,173,195.89
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,7,186.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,40,210.3
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,32,168.55
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,E,2,12,198.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,20,201.7
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,17,191.05
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,367,195.11
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,2,31,169.65
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,64,185.43
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,39,195.11
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,55,160.42
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,3,12,185.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,E,2,6,138.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,7,219.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,17,165.4
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,360,189.3
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,50,177.59
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,56,178.6
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,53,182.6
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,4,60,180.87
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,2,21,163.54
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,3,6,161.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,12,191.07
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,2,13,157.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,53,187.77
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,D,2,5,171.6
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,2,24,185.21
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,136,183.25
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,7,179.2
31/03/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,D,3,4,146.2
31/03/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,10,202.6
31/03/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,E,2,14,198.2
31/03/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,109,232.1
31/03/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,21,214.89
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,257,198.15
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,22,186.61
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,33,193.64
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,3,9,188.2
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,E,2,8,161
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,172,216.58
31/03/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,133,184.34
31/03/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,474,198.73
31/03/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,58,178.22
31/03/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,12,174.2
31/03/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,16,196.6
31/03/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,116,207.19
31/03/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,120,179.03
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,689,188.62
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,2,33,178.38
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,3,14,210.34
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,86,186.97
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,39,193.61
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,9,219.2
31/03/2005 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,D,2,7,172.6
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,47,162.49
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,121,162.98
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,38,136.9
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,109,165.34
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,402,161.74
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,182,154.49
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,82,174.33
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,84,143.13
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,234,163.25
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,18,163.2
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,63,140.33
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,251,160.13
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,207,155.63
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,287,168.7
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,4,25,154.42
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,2,47,153.14
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,89,155.58
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,2,26,143.2
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,83,165.16
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,137,163.1
30/06/2005 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,42,162.64
30/06/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,27,175.2
30/06/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,21,190.63
30/06/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,52,171.37
30/06/2005 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,E,2,33,136.02
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,130,183.21
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,11,163
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,D,2,34,173.24
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,237,181.88
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,3,3,173.2
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,117,160.9
30/06/2005 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,E,2,7,134.2
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,650,178.94
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,46,165.13
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,42,169.47
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,24,177.82
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,288,180.54
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,138,161
30/06/2005 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,E,2,9,122
30/06/2005 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,657,174.11
30/06/2005 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,2,26,152.87
30/06/2005 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,92,175.5
30/06/2005 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,22,171.29
30/06/2005 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,17,182.12
30/06/2005 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,D,2,7,148.2
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,159,202.75
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,78,203.92
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,40,184.3
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,124,210.25
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,3,14,209.41
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,133,190.61
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,E,2,14,158.1
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,182,203.79
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,50,202.59
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,88,207.27
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,7,207.2
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,112,199.71
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,18,208.42
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,28,171.08
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,E,2,2,170
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,40,194.8
30/09/2005 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,4,178.2
